date,week,day,snf,playoffs,rest,o:rest,division,o:division,conference,o:conference,team,P1,P2,P3,P4,o:team,o:P1,o:P2,o:P3,o:P4,line,total,1h diff,2h diff,1h total,2h total,div,con,d_rest
20161002,4,Sunday,1,0,6,6,AFC North,AFC West,AFC,AFC,Steelers,22,7,7,7,Chiefs,0,0,0,14,-4,47.5,-29,0,29,28,0,1,0
20161002,4,Sunday,0,0,9,6,AFC South,AFC South,AFC,AFC,Texans,14,6,7,0,Titans,3,14,3,0,-5,40.5,-3,-4,37,10,1,1,3
20161003,4,Monday,0,0,7,7,NFC North,NFC East,NFC,NFC,Vikings,7,7,3,7,Giants,0,3,0,7,-4.5,43,-11,-3,17,17,0,1,0
20161006,5,Thursday,0,0,3,3,NFC West,NFC West,NFC,NFC,Fortyniners,0,7,7,7,Cardinals,0,7,14,12,4,43,0,12,14,40,1,1,0
20161009,5,Sunday,0,0,6,6,AFC West,NFC South,AFC,NFC,Broncos,0,3,0,13,Falcons,10,3,7,3,-3.5,45,10,-3,16,23,0,0,0
20161009,5,Sunday,0,0,6,6,AFC North,AFC East,AFC,AFC,Browns,7,0,0,6,Patriots,16,7,7,3,10.5,47.5,16,4,30,16,0,1,0
20161009,5,Sunday,0,0,6,6,AFC South,NFC North,AFC,NFC,Colts,3,13,3,10,Bears,3,10,0,10,-4.5,48,-3,-3,29,23,0,0,0
20161009,5,Sunday,0,0,6,9,NFC East,AFC North,NFC,AFC,Cowboys,7,14,7,0,Bengals,0,0,0,14,2,46,-21,7,21,21,0,0,-3
20161009,5,Sunday,0,0,9,6,AFC East,AFC South,AFC,AFC,Dolphins,0,14,3,0,Titans,7,14,3,6,-3,44,7,6,35,12,0,1,3
20161009,5,Sunday,0,0,6,13,NFC North,NFC East,NFC,NFC,Lions,14,7,0,3,Eagles,0,10,10,3,3,46,-11,10,31,16,0,1,-7
20161009,5,Sunday,1,0,13,5,NFC North,NFC East,NFC,NFC,Packers,7,10,0,6,Giants,0,6,3,7,-7.5,48.5,-11,4,23,16,0,1,8
20161009,5,Sunday,0,0,6,6,AFC West,AFC West,AFC,AFC,Raiders,3,6,18,7,Chargers,0,10,14,7,-3.5,50,1,-4,19,46,1,1,0
20161009,5,Sunday,0,0,6,6,NFC West,AFC East,NFC,AFC,Rams,3,10,3,3,Bills,7,9,7,7,0,41,3,8,29,20,0,0,0
20161009,5,Sunday,0,0,6,6,AFC North,NFC East,AFC,NFC,Ravens,7,3,0,0,Redskins,6,0,10,0,-3.5,45,-4,10,16,10,0,0,0
20161009,5,Sunday,0,0,6,6,AFC North,AFC East,AFC,AFC,Steelers,7,7,3,14,Jets,3,10,0,0,-9.5,49.5,-1,-17,27,17,0,1,0
20161009,5,Sunday,0,0,5,6,NFC North,AFC South,NFC,AFC,Vikings,14,10,0,7,Texans,0,6,0,7,-6.5,39.5,-18,0,30,14,0,0,-1
20161010,5,Monday,0,0,7,7,NFC South,NFC South,NFC,NFC,Panthers,0,0,14,0,Buccaneers,3,3,8,3,-5.5,45.5,6,-3,6,25,1,1,0
20161013,6,Thursday,0,0,3,3,AFC West,AFC West,AFC,AFC,Chargers,7,3,9,2,Broncos,0,3,0,10,3,45,-7,-1,13,21,1,1,0
20161016,6,Sunday,0,0,6,13,NFC North,AFC South,NFC,AFC,Bears,0,10,3,3,Jaguars,0,0,0,17,-2,46.5,-10,11,10,23,0,0,-7
20161016,6,Sunday,0,0,6,9,AFC East,NFC West,AFC,NFC,Bills,7,10,7,21,Fortyniners,3,10,0,3,-8,44.5,-4,-25,30,31,0,0,-3
20161016,6,Sunday,0,0,6,6,AFC East,AFC North,AFC,AFC,Dolphins,3,13,7,7,Steelers,8,0,0,7,7,48.5,-8,-7,24,21,0,1,0
20161016,6,Sunday,0,0,6,6,NFC East,AFC North,NFC,AFC,Giants,0,7,10,10,Ravens,10,0,3,10,-3.5,44,3,-7,17,33,0,0,0
20161016,6,Sunday,0,0,6,6,NFC North,NFC West,NFC,NFC,Lions,7,7,7,10,Rams,7,7,7,7,-3,44.5,0,-3,28,31,0,1,0
20161016,6,Sunday,0,0,6,6,NFC North,NFC East,NFC,NFC,Packers,3,3,0,10,Cowboys,7,10,3,10,-5,47,11,3,23,23,0,1,0
20161016,6,Sunday,0,0,6,6,AFC East,AFC North,AFC,AFC,Patriots,3,7,15,10,Bengals,0,7,7,3,-8,48,-3,-15,17,35,0,1,0
20161016,6,Sunday,0,0,6,13,AFC West,AFC West,AFC,AFC,Raiders,7,3,0,0,Chiefs,7,6,10,3,1,46,3,13,23,13,1,1,-7
20161016,6,Sunday,0,0,6,6,NFC East,NFC East,NFC,NFC,Redskins,7,14,3,3,Eagles,0,14,0,6,3,45,-7,0,35,12,1,1,0
20161016,6,Sunday,0,0,13,5,NFC South,NFC South,NFC,NFC,Saints,14,10,7,10,Panthers,0,10,7,21,3,53.5,-14,11,34,45,1,1,8
20161016,6,Sunday,0,0,13,6,NFC West,NFC South,NFC,NFC,Seahawks,7,10,0,9,Falcons,0,3,21,0,-6.5,45.5,-14,12,20,30,0,1,7
20161016,6,Sunday,1,0,6,6,AFC South,AFC South,AFC,AFC,Texans,0,3,6,14,Colts,3,10,0,10,-3,48,10,-10,16,30,1,1,0
20161016,6,Sunday,0,0,6,6,AFC South,AFC North,AFC,AFC,Titans,7,7,7,7,Browns,6,7,0,13,-7.5,45,-1,-1,27,27,0,1,0
20161017,6,Monday,0,0,10,7,NFC West,AFC East,NFC,AFC,Cardinals,7,7,7,7,Jets,0,3,0,0,-7.5,45.5,-11,-14,17,14,0,0,3
20161020,7,Thursday,0,0,3,3,NFC North,NFC North,NFC,NFC,Packers,3,3,7,13,Bears,0,3,7,0,-8,46,-3,-13,9,27,1,1,0
20161023,7,Sunday,0,0,6,6,AFC North,AFC North,AFC,AFC,Bengals,7,14,10,0,Browns,0,10,7,0,-11,46.5,-11,-3,31,17,1,1,0
20161023,7,Sunday,1,0,5,6,NFC West,NFC West,NFC,NFC,Cardinals,0,3,0,0,Seahawks,0,0,0,3,-1,43.5,-3,3,3,3,1,1,-1
20161023,7,Sunday,0,0,6,6,AFC West,NFC South,AFC,NFC,Chiefs,14,7,3,3,Saints,7,0,7,7,-6.5,51.5,-14,8,28,20,0,0,0
20161023,7,Sunday,0,0,6,6,AFC East,AFC East,AFC,AFC,Dolphins,3,3,8,14,Bills,3,7,7,8,2.5,45.5,4,-7,16,37,1,1,0
20161023,7,Sunday,0,0,6,13,NFC East,NFC North,NFC,NFC,Eagles,0,11,7,3,Vikings,0,3,0,7,2.5,39,-8,-3,14,17,0,1,-7
20161023,7,Sunday,0,0,6,9,NFC South,AFC West,NFC,AFC,Falcons,6,21,0,3,Chargers,7,10,3,10,-5,53.5,-10,10,44,16,0,0,-3
20161023,7,Sunday,0,0,6,12,NFC West,NFC South,NFC,NFC,Fortyniners,14,0,0,3,Buccaneers,0,17,10,7,0,46,3,14,31,20,0,1,-6
20161023,7,Sunday,0,0,6,6,AFC South,AFC West,AFC,AFC,Jaguars,0,6,3,7,Raiders,3,17,3,10,-1.5,48.5,14,3,26,23,0,1,0
20161023,7,Sunday,0,0,5,6,AFC East,AFC North,AFC,AFC,Jets,7,7,10,0,Ravens,10,6,0,0,-2,40.5,2,-10,30,10,0,1,-1
20161023,7,Sunday,0,0,6,6,NFC North,NFC East,NFC,NFC,Lions,0,3,7,10,Redskins,0,3,0,14,0,49,0,-3,6,31,0,1,0
20161023,7,Sunday,0,0,6,6,AFC North,AFC East,AFC,AFC,Steelers,0,10,3,3,Patriots,7,7,6,7,7.5,49,4,7,24,19,0,1,0
20161023,7,Sunday,0,0,6,6,AFC South,AFC South,AFC,AFC,Titans,6,7,0,13,Colts,7,10,3,14,-3.5,48.5,4,4,30,30,1,1,0
20161024,7,Monday,0,0,10,7,AFC West,AFC South,AFC,AFC,Broncos,0,14,7,6,Texans,6,0,3,0,-8.5,40,-8,-10,20,16,0,1,3
20161027,8,Thursday,0,0,3,3,AFC South,AFC South,AFC,AFC,Titans,3,24,6,3,Jaguars,0,0,8,14,-3,43.5,-27,13,27,31,1,1,0
20161030,8,Sunday,0,0,6,6,AFC East,AFC East,AFC,AFC,Bills,3,7,7,8,Patriots,14,10,14,3,5.5,48,14,2,34,32,1,1,0
20161030,8,Sunday,0,0,5,6,AFC West,AFC West,AFC,AFC,Broncos,3,7,7,10,Chargers,7,0,6,6,-3.5,43,-3,-5,17,29,1,1,-1
20161030,8,Sunday,0,0,6,6,AFC North,AFC East,AFC,AFC,Browns,10,10,0,8,Jets,0,7,14,10,2.5,45.5,-13,16,27,32,0,1,0
20161030,8,Sunday,0,0,6,6,NFC South,AFC West,NFC,AFC,Buccaneers,3,7,0,14,Raiders,0,3,14,7,1,49,-7,7,13,35,0,0,0
20161030,8,Sunday,0,0,6,6,AFC South,AFC West,AFC,AFC,Colts,0,7,7,0,Chiefs,3,14,7,6,3,49.5,10,6,24,20,0,1,0
20161030,8,Sunday,1,0,13,6,NFC East,NFC East,NFC,NFC,Cowboys,7,3,3,10,Eagles,3,10,7,3,-5,45,3,-3,23,23,1,1,7
20161030,8,Sunday,0,0,6,9,NFC South,NFC North,NFC,NFC,Falcons,10,9,7,7,Packers,7,17,0,8,-3,51.5,5,-6,43,22,0,1,-3
20161030,8,Sunday,0,0,13,6,NFC South,NFC West,NFC,NFC,Panthers,14,10,6,0,Cardinals,0,7,7,6,-3,47,-17,7,31,19,0,1,7
20161030,8,Sunday,0,0,6,6,NFC South,NFC West,NFC,NFC,Saints,0,13,3,9,Seahawks,7,7,3,3,1,48.5,1,-6,27,18,0,1,0
20161030,8,Sunday,0,0,5,6,AFC South,NFC North,AFC,NFC,Texans,0,14,3,3,Lions,0,3,0,10,-2.5,46.5,-11,4,17,16,0,0,-1
20161031,8,Monday,0,0,10,7,NFC North,NFC North,NFC,NFC,Bears,3,10,7,0,Vikings,0,3,0,7,4,40,-10,0,16,14,1,1,3
20161103,9,Thursday,0,0,3,3,NFC South,NFC South,NFC,NFC,Buccaneers,7,7,0,14,Falcons,10,10,13,10,4.5,50,6,9,34,37,1,1,0
20161106,9,Sunday,0,0,6,6,AFC North,NFC East,AFC,NFC,Browns,3,7,0,0,Cowboys,7,14,14,0,7.5,47.5,11,14,31,14,0,0,0
20161106,9,Sunday,0,0,6,9,AFC West,AFC South,AFC,AFC,Chargers,9,10,14,10,Titans,0,14,7,14,-4.5,48.5,-5,-3,33,45,0,1,-3
20161106,9,Sunday,0,0,6,9,AFC West,AFC South,AFC,AFC,Chiefs,7,3,6,3,Jaguars,0,7,0,7,-7,43,-3,-2,17,16,0,1,-3
20161106,9,Sunday,0,0,13,6,AFC East,AFC East,AFC,AFC,Dolphins,7,7,6,7,Jets,10,3,0,10,-3.5,45.5,-1,-3,27,23,1,1,7
20161106,9,Sunday,0,0,13,6,NFC West,NFC South,NFC,NFC,Fortyniners,3,17,3,0,Saints,14,17,0,10,5,53,11,7,51,13,0,1,7
20161106,9,Sunday,0,0,13,6,NFC East,NFC East,NFC,NFC,Giants,14,7,7,0,Eagles,3,7,7,6,-3,44,-11,6,31,20,1,1,7
20161106,9,Sunday,0,0,6,6,NFC North,AFC South,NFC,AFC,Packers,10,0,3,13,Colts,14,10,0,7,-7,53,14,-9,34,23,0,0,0
20161106,9,Sunday,1,0,6,6,AFC West,AFC West,AFC,AFC,Raiders,6,14,0,10,Broncos,0,10,0,10,-1,44,-10,0,30,20,1,1,0
20161106,9,Sunday,0,0,13,6,NFC West,NFC South,NFC,NFC,Rams,0,0,0,10,Panthers,7,0,0,6,3,44.5,7,-4,7,16,0,1,7
20161106,9,Sunday,0,0,13,13,AFC North,AFC North,AFC,AFC,Ravens,7,3,3,8,Steelers,0,0,0,14,3,46,-10,3,10,25,1,1,0
20161106,9,Sunday,0,0,5,6,NFC North,NFC North,NFC,NFC,Vikings,0,3,6,7,Lions,3,7,0,6,-5.5,42,7,-7,13,19,1,1,-1
20161107,9,Monday,0,0,7,7,NFC West,AFC East,NFC,AFC,Seahawks,7,21,0,3,Bills,14,3,0,8,-6,44,-11,5,45,11,0,0,0
20161110,10,Thursday,0,0,3,3,AFC North,AFC North,AFC,AFC,Ravens,0,6,15,7,Browns,0,7,0,0,-8.5,44,1,-22,13,22,1,1,0
20161113,10,Sunday,0,0,9,12,NFC South,NFC North,NFC,NFC,Buccaneers,7,10,12,7,Bears,3,7,0,0,1.5,45.5,-7,-19,27,19,0,1,-3
20161113,10,Sunday,0,0,13,6,NFC West,NFC West,NFC,NFC,Cardinals,7,13,0,3,Fortyniners,0,10,3,7,-14,47,-10,7,30,13,1,1,7
20161113,10,Sunday,0,0,6,6,AFC West,AFC East,AFC,AFC,Chargers,0,10,7,7,Dolphins,0,7,14,10,-4.5,49,-3,10,17,38,0,1,0
20161113,10,Sunday,0,0,6,9,NFC East,NFC South,NFC,NFC,Eagles,7,0,3,14,Falcons,0,6,3,6,-1,48.5,-1,-8,13,26,0,1,-3
20161113,10,Sunday,0,0,6,13,AFC South,AFC South,AFC,AFC,Jaguars,7,3,0,11,Texans,14,0,7,3,0,42.5,4,-1,24,21,1,1,-7
20161113,10,Sunday,0,0,6,6,AFC East,NFC West,AFC,NFC,Jets,0,6,0,0,Rams,3,0,3,3,0,39,-3,6,9,6,0,0,0
20161113,10,Sunday,0,0,6,6,NFC South,AFC West,NFC,AFC,Panthers,3,14,0,0,Chiefs,0,3,0,17,-3,44,-14,17,20,17,0,0,0
20161113,10,Sunday,1,0,13,5,AFC East,NFC West,AFC,NFC,Patriots,7,7,7,3,Seahawks,6,13,3,9,-7.5,49,5,2,33,22,0,0,8
20161113,10,Sunday,0,0,13,6,NFC East,NFC North,NFC,NFC,Redskins,7,7,6,6,Vikings,0,20,0,0,-2.5,42.5,6,-12,34,12,0,1,7
20161113,10,Sunday,0,0,6,6,NFC South,AFC West,NFC,AFC,Saints,0,3,14,6,Broncos,7,3,0,15,-2.5,49,7,-5,13,35,0,0,0
20161113,10,Sunday,0,0,6,6,AFC North,NFC East,AFC,NFC,Steelers,12,3,3,12,Cowboys,10,3,10,12,-3,50.5,-2,7,28,37,0,0,0
20161113,10,Sunday,0,0,6,6,AFC South,NFC North,AFC,NFC,Titans,21,14,6,6,Packers,0,16,9,0,2.5,49,-19,-3,51,21,0,0,0
20161114,10,Monday,0,0,7,14,NFC East,AFC North,NFC,AFC,Giants,7,7,0,7,Bengals,7,3,10,0,0,48,-4,3,24,17,0,0,-7
20161117,11,Thursday,0,0,3,3,NFC South,NFC South,NFC,NFC,Panthers,3,17,3,0,Saints,3,0,0,17,-3.5,52,-17,14,23,20,1,1,0
20161120,11,Sunday,0,0,5,12,AFC North,AFC East,AFC,AFC,Bengals,6,6,0,0,Bills,7,3,3,3,-2.5,47.5,-2,6,22,6,0,1,-7
20161120,11,Sunday,0,0,9,6,AFC North,AFC North,AFC,AFC,Browns,0,0,3,6,Steelers,3,11,3,7,8.5,45,14,1,14,19,1,1,3
20161120,11,Sunday,0,0,6,6,AFC West,NFC South,AFC,NFC,Chiefs,3,7,0,7,Buccaneers,0,9,3,7,-7,45,-1,3,19,17,0,0,0
20161120,11,Sunday,0,0,13,6,AFC South,AFC South,AFC,AFC,Colts,14,7,0,3,Titans,0,7,7,3,-3,53,-14,7,28,13,1,1,7
20161120,11,Sunday,0,0,6,9,NFC East,AFC North,NFC,AFC,Cowboys,0,10,7,10,Ravens,7,3,0,7,-7.5,44.5,0,-10,20,24,0,0,-3
20161120,11,Sunday,0,0,6,6,NFC West,AFC East,NFC,AFC,Fortyniners,3,7,0,7,Patriots,6,7,0,17,13,51.5,3,10,23,24,0,0,0
20161120,11,Sunday,0,0,5,6,NFC East,NFC North,NFC,NFC,Giants,6,3,13,0,Bears,9,7,0,0,-7,42,7,-13,25,13,0,1,-1
20161120,11,Sunday,0,0,13,6,NFC North,AFC South,NFC,AFC,Lions,0,9,7,10,Jaguars,3,6,10,0,-6,47,0,-7,18,27,0,0,7
20161120,11,Sunday,0,0,6,6,NFC West,AFC East,NFC,AFC,Rams,7,0,3,0,Dolphins,0,0,0,14,0,39,-7,11,7,17,0,0,0
20161120,11,Sunday,1,0,6,6,NFC East,NFC North,NFC,NFC,Redskins,7,6,9,20,Packers,0,10,0,14,-3,50,-3,-15,23,43,0,1,0
20161120,11,Sunday,0,0,6,6,NFC West,NFC East,NFC,NFC,Seahawks,6,10,7,3,Eagles,0,7,0,8,-6.5,43,-9,-2,23,18,0,1,0
20161120,11,Sunday,0,0,6,6,NFC North,NFC West,NFC,NFC,Vikings,7,13,10,0,Cardinals,7,10,0,7,-2.5,40.5,-3,-3,37,17,0,1,0
20161124,12,Thursday,0,0,3,3,AFC South,AFC North,AFC,AFC,Colts,0,7,0,0,Steelers,14,7,0,7,8.5,50,14,7,28,7,0,1,0
20161124,12,Thursday,0,0,3,3,NFC East,NFC East,NFC,NFC,Cowboys,7,10,0,14,Redskins,0,6,0,20,-6,52,-11,6,23,34,1,1,0
20161124,12,Thursday,0,0,3,3,NFC North,NFC North,NFC,NFC,Lions,7,3,0,6,Vikings,7,0,3,3,-2.5,42,-3,0,17,12,1,1,0
20161127,12,Sunday,0,0,6,6,NFC North,AFC South,NFC,AFC,Bears,7,0,0,14,Titans,7,14,3,3,5.5,43,14,-8,28,20,0,0,0
20161127,12,Sunday,0,0,6,6,AFC East,AFC South,AFC,AFC,Bills,0,6,14,8,Jaguars,7,0,7,7,-8,45,1,-8,13,36,0,1,0
20161127,12,Sunday,1,0,13,6,AFC West,AFC West,AFC,AFC,Broncos,0,3,7,14,Chiefs,0,9,7,8,-3.5,40,6,-6,12,36,1,1,7
20161127,12,Sunday,0,0,6,6,AFC North,NFC East,AFC,NFC,Browns,0,6,0,7,Giants,0,14,0,13,7,46,8,6,20,20,0,0,0
20161127,12,Sunday,0,0,6,6,NFC South,NFC West,NFC,NFC,Buccaneers,14,0,0,0,Seahawks,0,5,0,0,5,45.5,-9,0,19,0,0,1,0
20161127,12,Sunday,0,0,6,6,AFC East,NFC West,AFC,NFC,Dolphins,0,14,10,7,Fortyniners,7,0,7,10,-7.5,45,-7,0,21,34,0,0,0
20161127,12,Sunday,0,0,13,6,NFC South,NFC West,NFC,NFC,Falcons,7,10,7,14,Cardinals,7,6,0,6,-4,50.5,-4,-15,30,27,0,1,7
20161127,12,Sunday,0,0,13,6,AFC East,AFC East,AFC,AFC,Jets,3,7,0,7,Patriots,0,10,3,9,8,47.5,0,5,20,19,1,1,7
20161127,12,Sunday,0,0,5,9,AFC West,NFC South,AFC,NFC,Raiders,7,17,0,11,Panthers,7,0,18,7,-3.5,49,-17,14,31,36,0,0,-4
20161127,12,Sunday,0,0,6,6,AFC North,AFC North,AFC,AFC,Ravens,10,6,0,3,Bengals,0,3,6,5,-4,41.5,-13,8,19,14,1,1,0
20161127,12,Sunday,0,0,9,6,NFC South,NFC West,NFC,NFC,Saints,7,21,14,7,Rams,7,14,0,0,-7.5,45,-7,-21,49,21,0,1,3
20161127,12,Sunday,0,0,5,13,AFC South,AFC West,AFC,AFC,Texans,0,7,0,6,Chargers,0,14,0,7,2.5,46,7,1,21,13,0,1,-8
20161128,12,Monday,0,0,7,7,NFC East,NFC North,NFC,NFC,Eagles,7,3,3,0,Packers,7,7,3,10,-4,47.5,4,10,24,16,0,1,0
20161201,13,Thursday,0,0,6,6,NFC North,NFC East,NFC,NFC,Vikings,3,0,3,9,Cowboys,0,7,0,10,3,43.5,4,-2,10,22,0,1,0
20161204,13,Sunday,0,0,6,6,NFC North,NFC West,NFC,NFC,Bears,0,7,14,5,Fortyniners,0,6,0,0,0,43,-1,-19,13,19,0,1,0
20161204,13,Sunday,0,0,6,5,AFC North,NFC East,AFC,NFC,Bengals,10,9,10,3,Eagles,0,0,7,7,-1.5,42.5,-19,1,19,27,0,0,1
20161204,13,Sunday,0,0,6,9,NFC West,NFC East,NFC,NFC,Cardinals,7,3,7,14,Redskins,0,6,14,3,-2.5,49,-4,-4,16,38,0,1,-3
20161204,13,Sunday,0,0,6,6,AFC West,NFC South,AFC,NFC,Chargers,7,7,7,0,Buccaneers,7,0,10,11,-3.5,49,-7,14,21,28,0,0,0
20161204,13,Sunday,0,0,6,6,NFC South,AFC West,NFC,AFC,Falcons,10,6,0,12,Chiefs,6,14,7,2,-4.5,50.5,4,-3,36,21,0,0,0
20161204,13,Sunday,0,0,6,6,AFC South,AFC West,AFC,AFC,Jaguars,0,3,0,7,Broncos,0,10,7,3,4,39,7,3,13,17,0,1,0
20161204,13,Sunday,0,0,5,6,NFC North,AFC South,NFC,AFC,Packers,0,7,0,14,Texans,0,0,7,6,-6.5,44.5,-7,-1,7,27,0,0,-1
20161204,13,Sunday,0,0,6,6,AFC East,NFC West,AFC,NFC,Patriots,7,10,6,3,Rams,0,0,3,7,-13.5,44.5,-17,1,17,19,0,0,0
20161204,13,Sunday,0,0,6,6,AFC West,AFC East,AFC,AFC,Raiders,3,6,14,15,Bills,3,7,14,0,-3.5,49.5,1,-15,19,43,0,1,0
20161204,13,Sunday,0,0,6,6,AFC North,AFC East,AFC,AFC,Ravens,14,10,0,14,Dolphins,0,0,0,6,-3.5,41.5,-24,-8,24,20,0,1,0
20161204,13,Sunday,0,0,6,9,NFC South,NFC North,NFC,NFC,Saints,0,6,0,7,Lions,3,10,6,9,-5.5,52,7,8,19,22,0,1,-3
20161204,13,Sunday,1,0,6,6,NFC West,NFC South,NFC,NFC,Seahawks,10,13,7,10,Panthers,0,7,0,0,-8.5,44.5,-16,-17,30,17,0,1,0
20161204,13,Sunday,0,0,9,6,AFC North,NFC East,AFC,NFC,Steelers,5,9,7,3,Giants,0,0,7,7,-6.5,49,-14,4,14,24,0,0,3
20161205,13,Monday,0,0,7,10,AFC East,AFC South,AFC,AFC,Jets,0,3,0,7,Colts,14,10,10,7,1,48.5,21,10,27,24,0,1,-3
20161208,14,Thursday,0,0,3,3,AFC West,AFC West,AFC,AFC,Chiefs,0,21,0,0,Raiders,3,7,3,0,-3.5,46,-11,3,31,3,1,1,0
20161211,14,Sunday,0,0,6,6,AFC East,AFC North,AFC,AFC,Bills,0,7,0,13,Steelers,7,7,7,6,2.5,46.5,7,0,21,26,0,1,0
20161211,14,Sunday,0,0,13,6,AFC North,AFC North,AFC,AFC,Browns,0,0,7,3,Bengals,13,7,0,3,5.5,41.5,20,-7,20,13,1,1,7
20161211,14,Sunday,0,0,6,6,NFC South,NFC South,NFC,NFC,Buccaneers,3,10,0,3,Saints,0,8,3,0,-2.5,51,-5,0,21,6,1,1,0
20161211,14,Sunday,0,0,5,6,AFC South,AFC South,AFC,AFC,Colts,3,0,7,7,Texans,3,10,3,6,-5.5,46.5,10,-5,16,23,1,1,-1
20161211,14,Sunday,0,0,6,6,AFC East,NFC West,AFC,NFC,Dolphins,7,7,7,5,Cardinals,6,3,0,14,1,44,-5,2,23,26,0,0,0
20161211,14,Sunday,0,0,6,6,NFC East,NFC East,NFC,NFC,Eagles,3,10,0,9,Redskins,0,7,14,6,2.5,48.5,-6,11,20,29,1,1,0
20161211,14,Sunday,0,0,6,5,NFC West,AFC East,NFC,AFC,Fortyniners,14,3,0,0,Jets,0,3,3,11,-2,42.5,-14,14,20,14,0,0,1
20161211,14,Sunday,1,0,6,9,NFC East,NFC East,NFC,NFC,Giants,0,0,10,0,Cowboys,7,0,0,0,3.5,46.5,7,-10,7,10,1,1,-3
20161211,14,Sunday,0,0,6,9,AFC South,NFC North,AFC,NFC,Jaguars,0,9,7,0,Vikings,6,3,3,13,3.5,39.5,0,9,18,23,0,0,-3
20161211,14,Sunday,0,0,6,6,NFC North,NFC North,NFC,NFC,Lions,0,10,3,7,Bears,3,0,7,7,-7.5,42,-7,4,13,24,1,1,0
20161211,14,Sunday,0,0,6,6,NFC North,NFC West,NFC,NFC,Packers,7,14,7,10,Seahawks,3,0,0,7,2.5,47,-18,-10,24,24,0,1,0
20161211,14,Sunday,0,0,6,6,NFC South,AFC West,NFC,AFC,Panthers,10,13,3,2,Chargers,0,7,9,0,-1.5,49,-16,4,30,14,0,0,0
20161211,14,Sunday,0,0,6,6,NFC West,NFC South,NFC,NFC,Rams,0,0,0,14,Falcons,7,14,21,0,6,45,21,7,21,35,0,1,0
20161211,14,Sunday,0,0,13,6,AFC South,AFC West,AFC,AFC,Titans,10,3,0,0,Broncos,0,0,0,10,-2,44,-13,10,13,10,0,1,7
20161212,14,Monday,0,0,7,7,AFC East,AFC North,AFC,AFC,Patriots,9,7,7,7,Ravens,0,3,14,6,-6.5,46,-13,6,19,34,0,1,0
20161215,15,Thursday,0,0,3,3,NFC West,NFC West,NFC,NFC,Seahawks,0,10,7,7,Rams,0,3,0,0,-16,39,-7,-14,13,14,1,1,0
20161217,15,Saturday,0,0,5,5,AFC East,AFC East,AFC,AFC,Jets,7,3,0,3,Dolphins,0,13,21,0,2.5,39.5,3,18,23,24,1,1,0
20161218,15,Sunday,0,0,6,6,NFC North,NFC North,NFC,NFC,Bears,0,10,0,17,Packers,7,3,17,3,4.5,38.5,0,3,20,37,1,1,0
20161218,15,Sunday,0,0,6,6,AFC North,AFC North,AFC,AFC,Bengals,10,10,0,0,Steelers,3,6,6,9,3,45.5,-11,15,29,15,1,1,0
20161218,15,Sunday,0,0,6,6,AFC East,AFC North,AFC,AFC,Bills,10,7,7,9,Browns,3,0,10,0,-10.5,42,-14,-6,20,26,0,1,0
20161218,15,Sunday,0,0,6,5,AFC West,AFC East,AFC,AFC,Broncos,3,0,0,0,Patriots,3,7,3,3,3,43,7,6,13,6,0,1,1
20161218,15,Sunday,0,0,6,6,NFC West,NFC South,NFC,NFC,Cardinals,7,13,7,14,Saints,10,14,3,21,-2.5,50,4,3,44,45,0,1,0
20161218,15,Sunday,0,0,6,9,AFC West,AFC West,AFC,AFC,Chargers,7,3,6,0,Raiders,3,7,3,6,2.5,49.5,0,3,20,15,1,1,-3
20161218,15,Sunday,0,0,9,6,AFC West,AFC South,AFC,AFC,Chiefs,14,3,0,0,Titans,0,7,0,12,-5,41.5,-10,12,24,12,0,1,3
20161218,15,Sunday,1,0,6,6,NFC East,NFC South,NFC,NFC,Cowboys,0,17,0,9,Buccaneers,3,3,14,0,-7,47,-11,5,23,23,0,1,0
20161218,15,Sunday,0,0,6,6,NFC South,NFC West,NFC,NFC,Falcons,21,7,10,3,Fortyniners,0,13,0,0,-14,51.5,-15,-13,41,13,0,1,0
20161218,15,Sunday,0,0,6,6,NFC East,NFC North,NFC,NFC,Giants,7,3,0,7,Lions,0,3,3,0,-4.5,41,-7,-4,13,10,0,1,0
20161218,15,Sunday,0,0,5,6,AFC North,NFC East,AFC,NFC,Ravens,10,10,0,7,Eagles,3,11,0,12,-5,41,-6,5,34,19,0,0,-1
20161218,15,Sunday,0,0,6,6,AFC South,AFC South,AFC,AFC,Texans,0,5,6,10,Jaguars,0,13,7,0,-3.5,39.5,8,-9,18,23,1,1,0
20161218,15,Sunday,0,0,6,6,NFC North,AFC South,NFC,AFC,Vikings,0,0,3,3,Colts,10,17,0,7,-4.5,44.5,27,1,27,13,0,0,0
20161219,15,Monday,0,0,7,7,NFC East,NFC South,NFC,NFC,Redskins,3,6,0,6,Panthers,10,3,10,3,-6,50.5,4,7,22,19,0,1,0
20161222,16,Thursday,0,0,3,3,NFC East,NFC East,NFC,NFC,Eagles,14,7,0,3,Giants,3,10,3,3,0,42.5,-8,3,34,9,1,1,0
20161224,16,Saturday,0,0,5,4,NFC North,NFC East,NFC,NFC,Bears,0,14,0,7,Redskins,14,10,7,10,3.5,48,10,10,38,24,0,1,1
20161224,16,Saturday,0,0,5,6,AFC East,AFC East,AFC,AFC,Bills,0,7,14,10,Dolphins,7,7,14,3,-4.5,43.5,7,-7,21,41,1,1,-1
